Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday
1;5;08/03/2013;5853;694;1;1;0;0
1;6;09/03/2013;5578;734;1;0;0;0
1;7;10/03/2013;0;0;0;0;0;0
1;1;11/03/2013;4949;618;1;0;0;0
1;2;12/03/2013;3853;491;1;0;0;0
1;3;13/03/2013;4341;622;1;0;0;0
1;4;14/03/2013;5108;660;1;0;0;0
1;5;15/03/2013;4925;677;1;0;0;0
1;6;16/03/2013;5003;680;1;0;0;0
1;7;17/03/2013;0;0;0;0;0;0
1;1;18/03/2013;7072;778;1;1;0;0
1;2;19/03/2013;6563;719;1;1;0;0
1;3;20/03/2013;5598;688;1;1;0;0
1;4;21/03/2013;5179;662;1;1;0;0
1;5;22/03/2013;5506;694;1;1;0;0
1;6;23/03/2013;5603;682;1;0;0;0
1;7;24/03/2013;0;0;0;0;0;0
1;1;25/03/2013;6729;777;1;1;0;1
1;2;26/03/2013;6686;747;1;1;0;1
1;3;27/03/2013;6660;779;1;1;0;1
1;4;28/03/2013;7285;902;1;1;0;1
1;5;29/03/2013;0;0;0;1;b;1
1;6;30/03/2013;7132;773;1;0;0;0
1;7;31/03/2013;0;0;0;0;0;0
1;1;01/04/2013;0;0;0;0;b;1
1;2;02/04/2013;5484;629;1;0;0;1
1;3;03/04/2013;4625;594;1;0;0;1
1;4;04/04/2013;4293;566;1;0;0;1
1;5;05/04/2013;4390;571;1;0;0;1
1;6;06/04/2013;5075;657;1;0;0;0
1;7;07/04/2013;0;0;0;0;0;0
1;1;08/04/2013;6046;695;1;1;0;0
1;2;09/04/2013;5514;594;1;1;0;0
1;3;10/04/2013;4903;575;1;1;0;0
1;4;11/04/2013;4366;541;1;1;0;0
1;5;12/04/2013;5263;614;1;1;0;0
1;6;13/04/2013;4773;608;1;0;0;0
1;7;14/04/2013;0;0;0;0;0;0
1;1;15/04/2013;3941;526;1;0;0;0
1;2;16/04/2013;3357;453;1;0;0;0
1;3;17/04/2013;3649;500;1;0;0;0
1;4;18/04/2013;2952;432;1;0;0;0
1;5;19/04/2013;4303;526;1;0;0;0
1;6;20/04/2013;4350;546;1;0;0;0
1;7;21/04/2013;0;0;0;0;0;0
1;1;22/04/2013;5672;623;1;1;0;0
1;2;23/04/2013;4492;560;1;1;0;0
1;3;24/04/2013;4309;512;1;1;0;0
1;4;25/04/2013;3939;532;1;1;0;0
1;5;26/04/2013;4841;572;1;1;0;0
1;6;27/04/2013;5726;650;1;0;0;0
1;7;28/04/2013;0;0;0;0;0;0
1;1;29/04/2013;5821;641;1;1;0;0
1;2;30/04/2013;5925;665;1;1;0;0
1;3;01/05/2013;0;0;0;1;a;0
1;4;02/05/2013;6486;677;1;1;0;0
1;5;03/05/2013;6027;658;1;1;0;0
1;6;04/05/2013;5912;813;1;0;0;0
1;7;05/05/2013;0;0;0;0;0;0
1;1;06/05/2013;4568;562;1;0;0;0
1;2;07/05/2013;4624;540;1;0;0;0
1;3;08/05/2013;5230;631;1;0;0;0
1;4;09/05/2013;0;0;0;0;a;0
1;5;10/05/2013;5409;644;1;0;0;0
1;6;11/05/2013;5064;640;1;0;0;0
1;7;12/05/2013;0;0;0;0;0;0
1;1;13/05/2013;6106;660;1;1;0;0
1;2;14/05/2013;5083;574;1;1;0;0
1;3;15/05/2013;4790;576;1;1;0;0
1;4;16/05/2013;4448;544;1;1;0;0
1;5;17/05/2013;4856;597;1;1;0;0
1;6;18/05/2013;4413;535;1;0;0;0
1;7;19/05/2013;0;0;0;0;0;0
1;1;20/05/2013;0;0;0;0;a;0
1;2;21/05/2013;4789;602;1;0;0;0
1;3;22/05/2013;3559;507;1;0;0;0
1;4;23/05/2013;4030;536;1;0;0;0
1;5;24/05/2013;4232;534;1;0;0;0
1;6;25/05/2013;4408;538;1;0;0;0
1;7;26/05/2013;0;0;0;0;0;0
1;1;27/05/2013;5519;606;1;1;0;0
1;2;28/05/2013;4995;555;1;1;0;0
1;3;29/05/2013;5784;641;1;1;0;0
1;4;30/05/2013;0;0;0;1;a;0
1;5;31/05/2013;7893;795;1;1;0;0
1;6;01/06/2013;5693;662;1;0;0;0
1;7;02/06/2013;0;0;0;0;0;0
1;1;03/06/2013;5422;619;1;1;0;0
1;2;04/06/2013;5220;558;1;1;0;0
1;3;05/06/2013;5012;575;1;1;0;0
1;4;06/06/2013;4881;555;1;1;0;0
1;5;07/06/2013;4315;541;1;1;0;0
1;6;08/06/2013;4262;511;1;0;0;0
1;7;09/06/2013;0;0;0;0;0;0
1;1;10/06/2013;4291;531;1;0;0;0
1;2;11/06/2013;3784;500;1;0;0;0
1;3;12/06/2013;3563;476;1;0;0;0
1;4;13/06/2013;3661;461;1;0;0;0
1;5;14/06/2013;4150;529;1;0;0;0
1;6;15/06/2013;4766;567;1;0;0;0
1;7;16/06/2013;0;0;0;0;0;0
1;1;17/06/2013;5337;585;1;1;0;0
1;2;18/06/2013;4633;554;1;1;0;0
1;3;19/06/2013;4180;517;1;1;0;0
1;4;20/06/2013;5011;539;1;1;0;0
1;5;21/06/2013;5173;542;1;1;0;0
1;6;22/06/2013;4341;512;1;0;0;0
1;7;23/06/2013;0;0;0;0;0;0
1;1;24/06/2013;3549;494;1;0;0;0
1;2;25/06/2013;4536;528;1;0;0;0
1;3;26/06/2013;3827;508;1;0;0;0
1;4;27/06/2013;3593;464;1;0;0;0
1;5;28/06/2013;4407;568;1;0;0;0
1;6;29/06/2013;5804;671;1;0;0;0
1;7;30/06/2013;0;0;0;0;0;0
1;1;01/07/2013;5614;614;1;1;0;0
1;2;02/07/2013;5868;614;1;1;0;0
1;3;03/07/2013;5875;634;1;1;0;0
1;4;04/07/2013;5701;634;1;1;0;0
1;5;05/07/2013;4986;603;1;1;0;0
1;6;06/07/2013;4090;498;1;0;0;1
1;7;07/07/2013;0;0;0;0;0;1
1;1;08/07/2013;4475;523;1;0;0;1
1;2;09/07/2013;4047;503;1;0;0;1
1;3;10/07/2013;3963;496;1;0;0;1
1;4;11/07/2013;4053;486;1;0;0;1
1;5;12/07/2013;4134;514;1;0;0;1
1;6;13/07/2013;4015;490;1;0;0;1
1;7;14/07/2013;0;0;0;0;0;1
1;1;15/07/2013;6377;657;1;1;0;1
1;2;16/07/2013;5643;582;1;1;0;1
1;3;17/07/2013;4946;544;1;1;0;1
1;4;18/07/2013;4904;533;1;1;0;1
1;5;19/07/2013;4275;495;1;1;0;1
1;6;20/07/2013;4421;544;1;0;0;1
1;7;21/07/2013;0;0;0;0;0;1
1;1;22/07/2013;4149;493;1;0;0;1
1;2;23/07/2013;3937;497;1;0;0;1
1;3;24/07/2013;3849;453;1;0;0;1
1;4;25/07/2013;3502;451;1;0;0;1
1;5;26/07/2013;4221;516;1;0;0;1
1;6;27/07/2013;3352;456;1;0;0;1
1;7;28/07/2013;0;0;0;0;0;1
1;1;29/07/2013;6290;630;1;1;0;1
1;2;30/07/2013;5773;630;1;1;0;1
1;3;31/07/2013;5572;624;1;1;0;1
1;4;01/08/2013;4994;555;1;1;0;1
1;5;02/08/2013;4494;562;1;1;0;1
1;6;03/08/2013;4461;553;1;0;0;1
1;7;04/08/2013;0;0;0;0;0;1
1;1;05/08/2013;4086;522;1;0;0;1
1;2;06/08/2013;3582;477;1;0;0;1
1;3;07/08/2013;4143;512;1;0;0;1
1;4;08/08/2013;3680;466;1;0;0;1
1;5;09/08/2013;3257;418;1;0;0;1
1;6;10/08/2013;3768;457;1;0;0;1
1;7;11/08/2013;0;0;0;0;0;1
1;1;12/08/2013;5326;600;1;1;0;1
1;2;13/08/2013;5299;573;1;1;0;1
1;3;14/08/2013;4724;574;1;1;0;1
1;4;15/08/2013;4575;538;1;1;0;1
1;5;16/08/2013;4552;527;1;1;0;1
1;6;17/08/2013;4078;503;1;0;0;0
1;7;18/08/2013;0;0;0;0;0;0
1;1;19/08/2013;3954;513;1;0;0;0
1;2;20/08/2013;3492;475;1;0;0;0
1;3;21/08/2013;3096;441;1;0;0;0
1;4;22/08/2013;3703;498;1;0;0;0
1;5;23/08/2013;3493;445;1;0;0;0
1;6;24/08/2013;4752;601;1;0;0;0
1;7;25/08/2013;0;0;0;0;0;0
1;1;26/08/2013;5482;613;1;1;0;0
1;2;27/08/2013;5156;556;1;1;0;0
1;3;28/08/2013;4583;507;1;1;0;0
1;4;29/08/2013;4804;534;1;1;0;0
1;5;30/08/2013;5469;612;1;1;0;0
1;6;31/08/2013;5317;598;1;0;0;0
1;7;01/09/2013;0;0;0;0;0;0
1;1;02/09/2013;4195;496;1;0;0;0
1;2;03/09/2013;3928;507;1;0;0;0
1;3;04/09/2013;3343;444;1;0;0;0
1;4;05/09/2013;3883;465;1;0;0;0
1;5;06/09/2013;3836;466;1;0;0;0
1;6;07/09/2013;4663;555;1;0;0;0
1;7;08/09/2013;0;0;0;0;0;0
1;1;09/09/2013;5893;601;1;1;0;0
1;2;10/09/2013;5403;599;1;1;0;0
1;3;11/09/2013;5103;580;1;1;0;0
1;4;12/09/2013;5079;586;1;1;0;0
1;5;13/09/2013;5187;559;1;1;0;0
1;6;14/09/2013;4663;619;1;0;0;0
1;7;15/09/2013;0;0;0;0;0;0
1;1;16/09/2013;4249;568;1;0;0;0
1;2;17/09/2013;3685;502;1;0;0;0
1;3;18/09/2013;3946;507;1;0;0;0
1;4;19/09/2013;3717;469;1;0;0;0
1;5;20/09/2013;3516;494;1;0;0;0
1;6;21/09/2013;3909;522;1;0;0;0
1;7;22/09/2013;0;0;0;0;0;0
1;1;23/09/2013;4770;542;1;1;0;0
1;2;24/09/2013;4274;492;1;1;0;0
1;3;25/09/2013;4212;500;1;1;0;0
1;4;26/09/2013;4481;537;1;1;0;0
1;5;27/09/2013;4669;548;1;1;0;0
1;6;28/09/2013;4175;538;1;0;0;0
1;7;29/09/2013;0;0;0;0;0;0
1;1;30/09/2013;4088;516;1;0;0;0
1;2;01/10/2013;4178;508;1;0;0;0
1;3;02/10/2013;4001;509;1;0;0;0
1;4;03/10/2013;0;0;0;0;a;0
1;5;04/10/2013;5447;619;1;0;0;0
1;6;05/10/2013;5352;662;1;0;0;0
1;7;06/10/2013;0;0;0;0;0;0
1;1;07/10/2013;6004;626;1;1;0;0
1;2;08/10/2013;5452;592;1;1;0;0
1;3;09/10/2013;4957;596;1;1;0;0
1;4;10/10/2013;5286;596;1;1;0;0
1;5;11/10/2013;5896;670;1;1;0;0
1;6;12/10/2013;4954;608;1;0;0;0
1;7;13/10/2013;0;0;0;0;0;0
1;1;14/10/2013;3773;478;1;0;0;1
1;2;15/10/2013;3355;457;1;0;0;1
1;3;16/10/2013;3383;452;1;0;0;1
1;4;17/10/2013;3223;446;1;0;0;1
1;5;18/10/2013;3566;490;1;0;0;1
1;6;19/10/2013;3667;479;1;0;0;1
1;7;20/10/2013;0;0;0;0;0;1
1;1;21/10/2013;5055;571;1;1;0;1
1;2;22/10/2013;4068;504;1;1;0;1
1;3;23/10/2013;4612;505;1;1;0;1
1;4;24/10/2013;4044;498;1;1;0;1
1;5;25/10/2013;4573;576;1;1;0;1
1;6;26/10/2013;4347;535;1;0;0;0
1;7;27/10/2013;0;0;0;0;0;0
1;1;28/10/2013;3557;494;1;0;0;0
1;2;29/10/2013;3737;479;1;0;0;0
1;3;30/10/2013;4119;496;1;0;0;0
1;4;31/10/2013;4035;514;1;0;0;0
1;5;01/11/2013;5471;707;1;0;0;0
1;6;02/11/2013;5233;653;1;0;0;0
1;7;03/11/2013;0;0;0;0;0;0
1;1;04/11/2013;5861;620;1;1;0;0
1;2;05/11/2013;5348;628;1;1;0;0
1;3;06/11/2013;5572;611;1;1;0;0
1;4;07/11/2013;5009;575;1;1;0;0
1;5;08/11/2013;5242;583;1;1;0;0
1;6;09/11/2013;4681;582;1;0;0;0
1;7;10/11/2013;0;0;0;0;0;0
1;1;11/11/2013;4014;519;1;0;0;0
1;2;12/11/2013;4017;507;1;0;0;0
1;3;13/11/2013;3310;464;1;0;0;0
1;4;14/11/2013;3795;502;1;0;0;0
1;5;15/11/2013;4016;504;1;0;0;0
1;6;16/11/2013;5071;616;1;0;0;0
1;7;17/11/2013;0;0;0;0;0;0
1;1;18/11/2013;5927;681;1;1;0;0
1;2;19/11/2013;5143;583;1;1;0;0
1;3;20/11/2013;4936;586;1;1;0;0
1;4;21/11/2013;4623;545;1;1;0;0
1;5;22/11/2013;5058;581;1;1;0;0
1;6;23/11/2013;5297;614;1;0;0;0
1;7;24/11/2013;0;0;0;0;0;0
1;1;25/11/2013;4600;575;1;0;0;0
1;2;26/11/2013;4201;524;1;0;0;0
1;3;27/11/2013;4561;530;1;0;0;0
1;4;28/11/2013;4614;585;1;0;0;0
1;5;29/11/2013;5623;665;1;0;0;0
1;6;30/11/2013;6373;730;1;0;0;0
1;7;01/12/2013;0;0;0;0;0;0
1;1;02/12/2013;6943;754;1;1;0;0
1;2;03/12/2013;6293;658;1;1;0;0
1;3;04/12/2013;5688;627;1;1;0;0
1;4;05/12/2013;5691;685;1;1;0;0
1;5;06/12/2013;6112;673;1;1;0;0
1;6;07/12/2013;5799;723;1;0;0;0
1;7;08/12/2013;0;0;0;0;0;0
1;1;09/12/2013;4462;576;1;0;0;0
1;2;10/12/2013;4228;581;1;0;0;0
1;3;11/12/2013;4301;543;1;0;0;0
1;4;12/12/2013;4074;558;1;0;0;0
1;5;13/12/2013;4703;594;1;0;0;0
1;6;14/12/2013;6119;743;1;0;0;0
1;7;15/12/2013;0;0;0;0;0;0
1;1;16/12/2013;8277;825;1;1;0;0
1;2;17/12/2013;7356;808;1;1;0;0
1;3;18/12/2013;7821;828;1;1;0;0
1;4;19/12/2013;6788;782;1;1;0;0
1;5;20/12/2013;8414;895;1;1;0;0
1;6;21/12/2013;8043;927;1;0;0;0
1;7;22/12/2013;0;0;0;0;0;0
1;1;23/12/2013;9528;1130;1;0;0;1
1;2;24/12/2013;3204;385;1;0;0;1
1;3;25/12/2013;0;0;0;0;c;1
1;4;26/12/2013;0;0;0;0;c;1
1;5;27/12/2013;6110;737;1;0;0;1
1;6;28/12/2013;5659;716;1;0;0;1
1;7;29/12/2013;0;0;0;0;0;1
1;1;30/12/2013;7193;796;1;0;0;1
1;2;31/12/2013;2362;298;1;0;0;1
1;3;01/01/2014;0;0;0;0;a;1
1;4;02/01/2014;4969;618;1;0;0;1
1;5;03/01/2014;4190;552;1;0;0;1
1;6;04/01/2014;5173;660;1;0;0;1
1;7;05/01/2014;0;0;0;0;0;1
1;1;06/01/2014;6194;649;1;1;0;1
1;2;07/01/2014;5539;607;1;1;0;1
1;3;08/01/2014;4931;589;1;1;0;1
1;4;09/01/2014;4396;539;1;1;0;1
1;5;10/01/2014;4486;559;1;1;0;1
1;6;11/01/2014;4454;569;1;0;0;0
1;7;12/01/2014;0;0;0;0;0;0
1;1;13/01/2014;3994;545;1;0;0;0
1;2;14/01/2014;3621;464;1;0;0;0
1;3;15/01/2014;3776;486;1;0;0;0
1;4;16/01/2014;3632;477;1;0;0;0
1;5;17/01/2014;3803;479;1;0;0;0
1;6;18/01/2014;5128;630;1;0;0;0
1;7;19/01/2014;0;0;0;0;0;0
1;1;20/01/2014;6148;653;1;1;0;0
1;2;21/01/2014;5151;551;1;1;0;0
1;3;22/01/2014;4562;549;1;1;0;0
1;4;23/01/2014;4597;525;1;1;0;0
1;5;24/01/2014;5098;587;1;1;0;0
1;6;25/01/2014;4546;561;1;0;0;0
1;7;26/01/2014;0;0;0;0;0;0
1;1;27/01/2014;3601;517;1;0;0;0
1;2;28/01/2014;3581;453;1;0;0;0
1;3;29/01/2014;3789;491;1;0;0;0
1;4;30/01/2014;4549;543;1;0;0;0
1;5;31/01/2014;4906;589;1;0;0;0
1;6;01/02/2014;5292;667;1;0;0;0
1;7;02/02/2014;0;0;0;0;0;0
1;1;03/02/2014;5839;638;1;1;0;0
1;2;04/02/2014;5540;602;1;1;0;0
1;3;05/02/2014;5031;581;1;1;0;0
1;4;06/02/2014;4823;557;1;1;0;0
1;5;07/02/2014;5596;636;1;1;0;0
1;6;08/02/2014;4726;620;1;0;0;0
1;7;09/02/2014;0;0;0;0;0;0
1;1;10/02/2014;3591;502;1;0;0;0
1;2;11/02/2014;3461;481;1;0;0;0
1;3;12/02/2014;3662;508;1;0;0;0
1;4;13/02/2014;3638;517;1;0;0;0
1;5;14/02/2014;4647;591;1;0;0;0
1;6;15/02/2014;5258;655;1;0;0;0
1;7;16/02/2014;0;0;0;0;0;0
1;1;17/02/2014;5393;606;1;1;0;0
1;2;18/02/2014;4602;556;1;1;0;0
1;3;19/02/2014;4935;547;1;1;0;0
1;4;20/02/2014;4563;559;1;1;0;0
1;5;21/02/2014;4727;550;1;1;0;0
1;6;22/02/2014;4820;623;1;0;0;0
1;7;23/02/2014;0;0;0;0;0;0
1;1;24/02/2014;3826;481;1;0;0;0
1;2;25/02/2014;3499;470;1;0;0;0
1;3;26/02/2014;4108;491;1;0;0;0
1;4;27/02/2014;3826;519;1;0;0;0
1;5;28/02/2014;5031;603;1;0;0;0
1;6;01/03/2014;5307;655;1;0;0;0
1;7;02/03/2014;0;0;0;0;0;0
1;1;03/03/2014;6198;616;1;1;0;0
1;2;04/03/2014;5397;619;1;1;0;0
1;3;05/03/2014;4916;592;1;1;0;0
1;4;06/03/2014;4585;542;1;1;0;0
1;5;07/03/2014;5340;588;1;1;0;0
1;6;08/03/2014;4400;550;1;0;0;0
1;7;09/03/2014;0;0;0;0;0;0
1;1;10/03/2014;3573;469;1;0;0;0
1;2;11/03/2014;3588;476;1;0;0;0
1;3;12/03/2014;3805;499;1;0;0;0
1;4;13/03/2014;3224;450;1;0;0;0
1;5;14/03/2014;3883;502;1;0;0;0
1;6;15/03/2014;5042;630;1;0;0;0
1;7;16/03/2014;0;0;0;0;0;0
1;1;17/03/2014;5563;628;1;1;0;0
1;2;18/03/2014;5200;635;1;1;0;0
1;3;19/03/2014;4036;496;1;1;0;0
1;4;20/03/2014;4023;485;1;1;0;0
1;5;21/03/2014;4510;542;1;1;0;0
1;6;22/03/2014;5241;628;1;0;0;0
1;7;23/03/2014;0;0;0;0;0;0
1;1;24/03/2014;3850;511;1;0;0;0
1;2;25/03/2014;3136;448;1;0;0;0
1;3;26/03/2014;3225;443;1;0;0;0
1;4;27/03/2014;3847;512;1;0;0;0
1;5;28/03/2014;3987;471;1;0;0;0
1;6;29/03/2014;4583;548;1;0;0;0
1;7;30/03/2014;0;0;0;0;0;0
1;1;31/03/2014;6008;640;1;1;0;0
1;2;01/04/2014;5407;583;1;1;0;0
1;3;02/04/2014;4834;539;1;1;0;0
1;4;03/04/2014;4556;526;1;1;0;0
1;5;04/04/2014;4738;552;1;1;0;0
1;6;05/04/2014;4599;571;1;0;0;0
1;7;06/04/2014;0;0;0;0;0;0
1;1;07/04/2014;3751;497;1;0;0;0
1;2;08/04/2014;3990;496;1;0;0;0
1;3;09/04/2014;3919;528;1;0;0;0
1;4;10/04/2014;3948;501;1;0;0;0
1;5;11/04/2014;3733;507;1;0;0;0
1;6;12/04/2014;4435;570;1;0;0;0
1;7;13/04/2014;0;0;0;0;0;0
1;1;14/04/2014;6803;693;1;1;0;1
1;2;15/04/2014;6196;672;1;1;0;1
1;3;16/04/2014;6381;662;1;1;0;1
1;4;17/04/2014;6160;703;1;1;0;1
1;5;18/04/2014;0;0;0;1;b;1
1;6;19/04/2014;5871;642;1;0;0;1
1;7;20/04/2014;0;0;0;0;0;1
1;1;21/04/2014;0;0;0;0;b;1
1;2;22/04/2014;4133;563;1;0;0;1
1;3;23/04/2014;3482;434;1;0;0;1
1;4;24/04/2014;3376;461;1;0;0;1
1;5;25/04/2014;3710;468;1;0;0;1
1;6;26/04/2014;3989;535;1;0;0;0
1;7;27/04/2014;0;0;0;0;0;0
1;1;28/04/2014;5488;607;1;1;0;0
1;2;29/04/2014;5923;628;1;1;0;0
1;3;30/04/2014;5870;624;1;1;0;0
1;4;01/05/2014;0;0;0;1;a;0
1;5;02/05/2014;6790;732;1;1;0;0
1;6;03/05/2014;5498;633;1;0;0;0
1;7;04/05/2014;0;0;0;0;0;0
1;1;05/05/2014;5325;615;1;1;0;0
1;2;06/05/2014;5055;585;1;1;0;0
1;3;07/05/2014;5075;604;1;1;0;0
1;4;08/05/2014;5222;614;1;1;0;0
1;5;09/05/2014;5237;622;1;1;0;0
1;6;10/05/2014;5996;710;1;0;0;0
1;7;11/05/2014;0;0;0;0;0;0
1;1;12/05/2014;3957;555;1;0;0;0
1;2;13/05/2014;3535;449;1;0;0;0
1;3;14/05/2014;3710;474;1;0;0;0
1;4;15/05/2014;3589;491;1;0;0;0
1;5;16/05/2014;3863;479;1;0;0;0
1;6;17/05/2014;3785;512;1;0;0;0
1;7;18/05/2014;0;0;0;0;0;0
1;1;19/05/2014;5637;608;1;1;0;0
1;2;20/05/2014;4909;549;1;1;0;0
1;3;21/05/2014;4298;510;1;1;0;0
1;4;22/05/2014;3801;481;1;1;0;0
1;5;23/05/2014;4968;526;1;1;0;0
1;6;24/05/2014;4574;516;1;0;0;0
1;7;25/05/2014;0;0;0;0;0;0
1;1;26/05/2014;3912;494;1;0;0;0
1;2;27/05/2014;3971;511;1;0;0;0
1;3;28/05/2014;4616;581;1;0;0;0
1;4;29/05/2014;0;0;0;0;a;0
1;5;30/05/2014;5407;628;1;0;0;0
1;6;31/05/2014;4985;560;1;0;0;0
1;7;01/06/2014;0;0;0;0;0;0
1;1;02/06/2014;6071;609;1;1;0;0
1;2;03/06/2014;5614;593;1;1;0;0
1;3;04/06/2014;5229;570;1;1;0;0
1;4;05/06/2014;5278;585;1;1;0;0
1;5;06/06/2014;4957;575;1;1;0;0
1;6;07/06/2014;4923;555;1;0;0;0
1;7;08/06/2014;0;0;0;0;0;0
1;1;09/06/2014;0;0;0;0;a;0
1;2;10/06/2014;4607;560;1;0;0;0
1;3;11/06/2014;4207;535;1;0;0;0
1;4;12/06/2014;3702;489;1;0;0;0
1;5;13/06/2014;3901;498;1;0;0;0
1;6;14/06/2014;4757;562;1;0;0;0
1;7;15/06/2014;0;0;0;0;0;0
1;1;16/06/2014;4788;529;1;1;0;0
1;2;17/06/2014;5770;594;1;1;0;0
1;3;18/06/2014;5256;567;1;1;0;0
1;4;19/06/2014;0;0;0;1;a;0
1;5;20/06/2014;6362;709;1;1;0;0
1;6;21/06/2014;3982;496;1;0;0;0
1;7;22/06/2014;0;0;0;0;0;0
1;1;23/06/2014;3755;456;1;0;0;0
1;2;24/06/2014;3351;444;1;0;0;0
1;3;25/06/2014;3727;440;1;0;0;0
1;4;26/06/2014;2749;368;1;0;0;0
1;5;27/06/2014;4019;501;1;0;0;0
1;6;28/06/2014;5162;566;1;0;0;0
1;7;29/06/2014;0;0;0;0;0;0
1;1;30/06/2014;5738;641;1;1;0;0
1;2;01/07/2014;5138;533;1;1;0;0
1;3;02/07/2014;5161;560;1;1;0;0
1;4;03/07/2014;4756;514;1;1;0;0
1;5;04/07/2014;4025;450;1;1;0;0
1;6;05/07/2014;5176;589;1;0;0;0
1;7;06/07/2014;0;0;0;0;0;0
1;1;07/07/2014;4223;505;1;0;0;0
1;2;08/07/2014;4081;510;1;0;0;0
1;3;09/07/2014;3547;485;1;0;0;0
1;4;10/07/2014;3741;472;1;0;0;0
1;5;11/07/2014;4020;463;1;0;0;0
1;6;12/07/2014;4409;531;1;0;0;0
1;7;13/07/2014;0;0;0;0;0;0
1;1;14/07/2014;5083;532;1;1;0;0
1;2;15/07/2014;5298;538;1;1;0;0
1;3;16/07/2014;5424;566;1;1;0;0
1;4;17/07/2014;4685;525;1;1;0;0
1;5;18/07/2014;4609;506;1;1;0;0
1;6;19/07/2014;4084;477;1;0;0;0
1;7;20/07/2014;0;0;0;0;0;0
1;1;21/07/2014;4507;528;1;0;0;0
1;2;22/07/2014;3933;495;1;0;0;0
1;3;23/07/2014;3806;476;1;0;0;0
1;4;24/07/2014;3557;494;1;0;0;0
1;5;25/07/2014;3858;461;1;0;0;0
1;6;26/07/2014;4266;488;1;0;0;0
1;7;27/07/2014;0;0;0;0;0;0
1;1;28/07/2014;5372;584;1;1;0;1
1;2;29/07/2014;5252;591;1;1;0;1
1;3;30/07/2014;5487;587;1;1;0;1
1;4;31/07/2014;5106;575;1;1;0;0
1;5;01/08/2014;5038;572;1;1;0;1
1;6;02/08/2014;4731;555;1;0;0;1
1;7;03/08/2014;0;0;0;0;0;1
1;1;04/08/2014;5655;592;1;1;0;1
1;2;05/08/2014;5433;620;1;1;0;1
1;3;06/08/2014;5337;575;1;1;0;1
